Tenure Months,Total Charges,Churn Value,Churn Score,CLTV,Geo Cluster,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_Yes,Online Backup_Yes,Device Protection_Yes,Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Contract_encoded
18,2956,0,40,4920,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1
73,3503,0,49,5934,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0
36,4407,0,26,3164,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
44,645,0,48,2734,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0
37,2721,0,20,5837,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0
56,414,0,44,2572,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0
36,4099,0,49,3170,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1
70,4389,0,45,5595,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0
45,4646,0,48,2866,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1
45,2946,0,45,4307,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
38,2853,0,38,5858,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
45,3618,0,23,3395,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0
63,4704,0,27,2971,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0
54,456,0,47,5507,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0
36,2955,0,18,3000,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
22,4237,0,15,3411,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0
30,4353,0,41,4962,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
28,4736,0,31,4687,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0
53,4099,0,48,5975,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1
24,2485,0,38,4786,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0
59,1680,0,29,2552,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1
66,1970,0,34,5837,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1
70,3106,0,48,2862,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0
29,2598,0,27,2200,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1
52,444,0,23,3637,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
15,1453,0,38,5417,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1
68,4246,0,48,4403,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1
32,2403,0,42,5111,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0
25,2500,0,46,2390,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1
51,2741,0,21,5278,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1
35,928,0,47,5588,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0
21,2108,0,34,5677,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1
61,4154,0,38,4577,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
29,4790,0,45,3074,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1
66,1623,0,46,5855,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
28,1545,0,44,5463,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1
28,4009,0,30,4968,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0
15,2445,0,29,3475,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0
74,2993,0,10,3587,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
20,1268,0,46,5484,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0
38,4473,0,42,2456,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1
17,3903,0,16,5192,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0
18,2770,0,15,5521,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1
26,4378,0,37,3585,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1
20,3939,0,27,2604,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1
18,3156,0,41,4381,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0
16,2567,0,45,4256,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0
49,4927,0,21,3625,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1
22,4111,0,34,2631,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1
67,2288,0,19,2880,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
50,3252,0,15,2972,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
36,3788,0,21,5136,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1
17,3108,0,46,3620,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0
41,1250,0,12,5241,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1
16,1266,0,27,2645,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0
25,1462,0,15,2335,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0
39,1700,0,15,4971,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0
17,3732,0,47,4465,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0
45,3914,0,10,5347,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0
23,3566,0,36,3588,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0
69,2732,0,10,2881,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1
75,3793,0,31,3569,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0
34,585,0,46,4335,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
73,554,0,48,2333,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0
23,572,0,11,5732,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1
75,787,0,23,4956,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1
67,1002,0,39,3150,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
22,3814,0,20,2280,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1
25,2815,0,17,5142,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1
55,2239,0,26,3353,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0
29,3710,0,31,2726,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
64,4293,0,50,5413,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0
29,1066,0,18,5591,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
16,2728,0,25,4666,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1
33,2676,0,15,5792,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0
26,4401,0,40,2991,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
18,2271,0,35,5848,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0
21,703,0,50,5765,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1
36,1863,0,15,5789,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1
51,3115,0,34,5297,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1
27,3375,0,18,2612,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0
26,1699,0,16,3445,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1
60,493,0,36,4629,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0
46,3789,0,23,4488,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0
59,2437,0,19,3852,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0
24,1185,0,17,5190,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1
40,3588,0,31,5942,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0
56,2728,0,16,2813,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1
61,2986,0,15,4660,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1
40,2107,0,40,2895,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
19,610,0,34,5627,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0
58,3040,0,32,2587,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0
39,2654,0,17,4792,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1
26,1135,0,21,2547,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1
50,507,0,25,2607,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1
33,292,0,49,5599,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
40,2921,0,30,2827,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1
70,805,0,31,4743,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1
67,561,0,38,5876,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
49,2198,0,36,2889,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0
55,562,0,46,2321,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
65,2067,0,16,2849,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0
65,3832,0,22,2475,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0
73,4648,0,50,2380,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0
39,2148,0,19,2909,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
32,4620,0,23,2646,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0
16,2222,0,44,4115,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1
52,198,0,37,4532,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0
25,3485,0,29,5103,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1
71,2352,0,25,5066,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1
29,3948,0,27,3390,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1
49,1089,0,40,3668,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0
65,1327,0,41,2436,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0
56,4737,0,38,2677,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0
63,3065,0,19,2677,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0
39,2287,0,45,3228,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
57,552,0,48,5196,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1
15,1983,0,25,5698,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
31,845,0,44,2717,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
67,698,0,45,4283,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
61,3323,0,41,4112,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0
25,254,0,32,5066,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0
53,4560,0,25,3369,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1
29,1791,0,12,2467,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1
29,1426,0,19,3514,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1
21,4691,0,12,5976,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0
48,4065,0,30,5977,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0
35,324,0,16,2329,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1
66,3152,0,22,3273,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0
31,4647,0,18,2216,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
67,1700,0,44,5156,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0
64,258,0,36,2900,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1
43,3265,0,14,4656,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1
37,241,0,29,3758,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1
35,2331,0,25,3578,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
72,2245,0,22,5965,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
15,3764,0,15,4429,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0
37,561,0,48,5661,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0
27,2297,0,42,4253,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1
60,162,0,32,3629,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0
68,3577,0,38,4802,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0
40,1019,0,40,4866,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
32,1046,0,16,4001,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0
16,2108,0,43,4045,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1
30,379,0,19,5193,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
17,1234,0,15,3837,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0
75,1504,0,49,4541,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1
18,4396,0,22,3186,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0
34,1313,0,34,4944,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
64,223,0,48,2574,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0
33,1985,0,42,2596,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1
71,4403,0,49,2401,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0
56,598,0,48,3239,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0
31,1663,0,48,2770,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0
28,3057,0,21,2591,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0
53,3118,0,47,4328,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
21,2322,0,17,2570,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1
70,822,0,19,3308,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1
52,2893,0,27,3050,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1
70,4854,0,42,4656,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0
69,1975,0,25,3723,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1
20,841,0,15,2293,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1
41,4132,0,23,2410,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0
50,4564,0,16,2422,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0
51,1855,0,31,4621,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0
18,642,0,39,5250,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0
63,2105,0,22,4481,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
21,3878,0,20,5336,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0
19,3682,0,36,3031,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1
55,3108,0,22,5824,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
63,3223,0,28,2531,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
41,1516,0,40,5820,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1
19,487,0,41,3175,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1
59,1770,0,49,4922,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0
25,4987,0,26,3973,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1
45,3997,0,35,3978,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
45,337,0,39,3529,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0
69,4656,0,35,3518,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1
47,4210,0,17,4776,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1
44,2038,0,14,5317,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0
59,4094,0,21,5414,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0
37,3759,0,24,2367,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
37,480,0,21,5171,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1
50,1060,0,12,4880,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0
75,3525,0,45,5786,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1
56,3766,0,19,3057,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
52,1113,0,42,4019,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0
52,422,0,15,5200,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1
61,3707,0,42,3996,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1
41,3077,0,11,5063,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0
45,404,0,35,3003,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
68,4958,0,10,3098,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0
28,3467,0,12,2223,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
62,2811,0,50,5651,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1
24,552,0,13,5819,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0
50,3723,0,36,5818,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1
40,1459,0,42,4843,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
21,4011,0,33,3926,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1
43,4491,0,15,3267,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1
17,4969,0,27,4350,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1
48,426,0,41,5287,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1
42,4885,0,17,5397,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1
72,2505,0,32,2923,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0
40,2618,0,44,3356,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0
36,4296,0,32,4012,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1
29,4274,0,22,4712,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
46,1057,0,20,2493,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1
34,2331,0,25,4351,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1
15,4079,0,47,2836,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0
52,2242,0,16,4921,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0
67,2072,0,23,5183,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1
30,238,0,41,4563,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0
31,1862,0,36,4987,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0
51,3489,0,20,5949,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1
39,2853,0,17,2435,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1
26,1193,0,18,4966,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24,4640,0,18,5770,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0
56,1522,0,44,5731,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1
41,4501,0,22,3372,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1
45,1455,0,39,5029,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1
18,3314,0,29,3315,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1
59,294,0,22,4516,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0
32,855,0,22,3600,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1
35,748,0,40,2834,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1
72,3496,0,18,5004,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1
37,1476,0,19,2977,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0
59,3651,0,12,4063,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
20,355,0,32,3775,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1
45,3659,0,21,4680,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1
60,3495,0,46,5461,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0
58,3166,0,19,5244,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0
26,4787,0,22,4101,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
67,2227,0,37,3266,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
20,1770,0,26,3770,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1
38,843,0,42,3754,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0
20,3846,0,29,5479,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0
50,3704,0,29,3148,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0
64,1081,0,19,4873,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1
53,1007,0,14,3854,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1
24,4335,0,49,5131,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0
42,638,0,21,3108,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0
44,2884,0,49,3221,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1
71,4137,0,17,2229,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
59,2232,0,38,4499,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0
44,817,0,50,4409,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0
15,4883,0,13,3744,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
62,1340,0,45,4345,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0
73,594,0,19,5559,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1
40,653,0,14,4254,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0
65,787,0,14,3919,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0
58,3360,0,37,3529,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
62,2320,0,21,2922,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
32,805,0,16,3706,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0
43,2583,0,33,4970,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1
52,4939,0,10,3542,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0
22,1367,0,11,2451,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1
59,192,0,24,5233,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1
71,1799,0,38,2391,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
28,338,0,36,4930,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0
61,4162,0,38,4582,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1
16,3597,0,29,3259,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1
72,3895,0,19,4625,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
68,1034,0,20,4258,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1
43,4245,0,18,3155,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1
42,3523,0,27,4881,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0
35,4433,0,48,2909,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1
48,959,0,11,5078,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1
31,734,0,48,4288,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0
54,888,0,35,3913,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1
36,4380,0,50,5760,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1
40,4815,0,28,2722,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1
59,1964,0,12,3327,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0
69,4764,0,11,3760,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
23,1823,0,25,4138,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
66,2975,0,35,3119,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
27,1206,0,20,5557,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1
74,456,0,49,3012,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
59,1325,0,34,3044,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1
17,4929,0,46,3108,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0
69,1022,0,24,4624,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1
27,2003,0,49,4363,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0
66,2081,0,33,2938,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1
38,4724,0,30,2744,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
32,4660,0,46,2325,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
70,3853,0,43,3533,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1
53,2411,0,27,3283,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
30,911,0,12,5136,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0
29,1300,0,37,5653,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
48,1957,0,12,3275,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1
17,917,0,35,3520,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0
58,619,0,29,4377,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1
24,2374,0,44,4630,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
30,2565,0,47,3663,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
63,165,0,17,4752,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1
48,4884,0,22,2892,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0
32,850,0,28,4142,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1
63,819,0,43,3954,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0
60,988,0,26,3378,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
66,2537,0,14,4423,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1
17,2333,0,23,5120,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1
40,1474,0,14,3670,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1
29,2115,0,37,3750,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1
56,1192,0,18,3137,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1
17,4549,0,33,3731,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
60,1448,0,13,3795,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
71,817,0,41,3486,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0
55,3613,0,39,5837,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1
18,2732,0,46,2766,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1
26,1652,0,35,3543,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0
28,1636,0,42,5331,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1
46,3614,0,11,4863,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1
26,4674,0,20,3249,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1
20,2814,0,21,4785,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1
50,2789,0,38,2247,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0
42,4966,0,16,3841,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
